Alveolata.list	204	51	51
Amoebozoa.list	51	102	153
CentricDiatom.list	255	204	51
Cryptophyta.list	153	102	153
Excavata.list	102	153	204
Glaucophyta.list	51	153	102
Haptophyta.list	153	102	153
NonDiatomStramenopile.list	255	153	153
Opisthokonta.list	51	153	204
PennateDiatom.list	204	102	51
Rhizaria.list	153	0	102
Rhodophyta.list	102	51	51
Viridiplantae.list	51	153	51
