"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","phylum","below_phylum","below_below_phylum","class","below_class","below_below_class","below_below_below_class","order","below_order","below_below_order","family","below_family","below_below_family","genus","species_group","species","below_species","subspecies","below_subspecies"
"298386","74109","below_species","Photobacterium profundum SS9","1","131567","2","","","1224","","","1236","","","","135623","","","641","","","657","","74109","298386","",""
"313594","531","below_species","Polaribacter irgensii 23-P","1","131567","2","1783270","68336","976","","","117743","","","","200644","","","49546","","","52959","","531","313594","",""
"146891","1219","below_species","Prochlorococcus marinus str. AS9601","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","146891","",""
"93058","1219","below_species","Prochlorococcus marinus str. MIT 9202","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","93058","",""
"93060","1219","below_species","Prochlorococcus marinus str. MIT 9215","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","93060","",""
"167546","1219","below_species","Prochlorococcus marinus str. MIT 9301","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","167546","",""
"59922","1219","below_species","Prochlorococcus marinus str. MIT 9303","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","59922","",""
"74546","1219","below_species","Prochlorococcus marinus str. MIT 9312","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","74546","",""
"74547","1219","below_species","Prochlorococcus marinus str. MIT 9313","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","74547","",""
"167542","1219","below_species","Prochlorococcus marinus str. MIT 9515","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","167542","",""
"167555","1219","below_species","Prochlorococcus marinus str. NATL1A","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","167555","",""
"59920","1219","below_species","Prochlorococcus marinus str. NATL2A","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","59920","",""
"326442","228","below_species","Pseudoalteromonas haloplanktis TAC125","1","131567","2","","","1224","","","1236","","","","135622","","","267888","","","53246","","228","326442","",""
"252305","314255","below_species","Pseudooceanicola batsensis HTCC2597","1","131567","2","","","1224","","","28211","","","","204455","","","31989","","","1679449","","314255","252305","",""
"357804","357794","below_species","Psychromonas ingrahamii 37","1","131567","2","","","1224","","","1236","","","","135622","","","267894","","","67572","","357794","357804","",""
"314283","374838","below_species","Reinekea blandensis MED297","1","131567","2","","","1224","","","1236","","","","135619","","","255527","","","230494","","374838","314283","",""
"243090","265606","below_species","Rhodopirellula baltica SH 1","1","131567","2","1783257","","203682","","","203683","","","","112","","","126","","","265488","","265606","243090","",""
"313596","252307","below_species","Robiginitalea biformata HTCC2501","1","131567","2","1783270","68336","976","","","117743","","","","200644","","","49546","","","252306","","252307","313596","",""
"375451","2434","below_species","Roseobacter denitrificans OCh 114","1","131567","2","","","1224","","","28211","","","","204455","","","31989","","","2433","","2434","375451","",""
"89187","314263","below_species","Roseovarius nubinhibens ISM","1","131567","2","","","1224","","","28211","","","","204455","","","31989","","","74030","","314263","89187","",""
"246200","89184","below_species","Ruegeria pomeroyi DSS-3","1","131567","2","","","1224","","","28211","","","","204455","","","31989","","","97050","","89184","246200","",""
"203122","86304","below_species","Saccharophagus degradans 2-40","1","131567","2","","","1224","","","1236","","","","1706369","","","1706371","","","316625","","86304","203122","",""
"388399","52603","below_species","Sagittula stellata E-37","1","131567","2","","","1224","","","28211","","","","204455","","","31989","","","58842","","52603","388399","",""
"325240","62322","below_species","Shewanella baltica OS155","1","131567","2","","","1224","","","1236","","","","135622","","","267890","","","22","","62322","325240","",""
"402882","62322","below_species","Shewanella baltica OS185","1","131567","2","","","1224","","","1236","","","","135622","","","267890","","","22","","62322","402882","",""
"399599","62322","below_species","Shewanella baltica OS195","1","131567","2","","","1224","","","1236","","","","135622","","","267890","","","22","","62322","399599","",""
"314608","43661","below_species","Shewanella benthica KT99","1","131567","2","","","1224","","","1236","","","","135622","","","267890","","","22","","43661","314608","",""
"318161","192073","below_species","Shewanella denitrificans OS217","1","131567","2","","","1224","","","1236","","","","135622","","","267890","","","22","","192073","318161","",""
"318167","56812","below_species","Shewanella frigidimarina NCIMB 400","1","131567","2","","","1224","","","1236","","","","135622","","","267890","","","22","","56812","318167","",""
"317655","117207","below_species","Sphingopyxis alaskensis RB2256","1","131567","2","","","1224","","","28211","","","","204457","","","41297","","","165697","","117207","317655","",""
"269084","32046","below_species","Synechococcus elongatus PCC 6301","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1890426","","","1129","","32046","269084","",""
"1140","32046","below_species","Synechococcus elongatus PCC 7942","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1890426","","","1129","","32046","1140","",""
"338187","680","below_species","Vibrio campbellii ATCC BAA-1116","1","131567","2","","","1224","","","1236","","","","135623","","","641","","","662","717610","680","338187","",""
"142554","1219","subspecies","Prochlorococcus marinus subsp. marinus","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","","142554",""
"142479","1219","subspecies","Prochlorococcus marinus subsp. pastoris","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","","142479",""
"167539","142554","below_subspecies","Prochlorococcus marinus subsp. marinus str. CCMP1375","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","","142554","167539"
"59919","142479","below_subspecies","Prochlorococcus marinus subsp. pastoris str. CCMP1986","1","131567","2","1783272","1798711","1117","","","","","","","1890424","","","1213","","","1218","","1219","","142479","59919"
